vendor_id,business_name,business_type,district,has_license,license_valid,license_expiry_date,tax_clearance,previous_experience_years,rating,negative_history,business_category_approved,registration_date,system_decision,rejection_reason
V1663,Business_V1663,tour_operator,Berea,1,1,2026-09-09 00:41:49.174640,1,17,4.8,0,1,2025-12-19 00:41:49.174640,1,
V1664,Business_V1664,transport,Qacha's Nek,1,1,2026-06-01 00:41:49.174640,0,16,2.1,0,1,2025-10-28 00:41:49.174640,0,Missing tax clearance certificate
V1665,Business_V1665,unlicensed_taxi,Mohale's Hoek,1,1,2026-08-28 00:41:49.174640,1,5,1.6,0,0,2025-10-09 00:41:49.174640,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1666,Business_V1666,unregistered,Qacha's Nek,0,0,,0,9,4.2,0,0,2025-07-23 00:41:49.174640,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1667,Business_V1667,transport,Butha-Buthe,1,1,2026-11-22 00:41:49.174640,1,12,3.8,0,1,2025-08-02 00:41:49.174640,1,
V1668,Business_V1668,restaurant,Mafeteng,0,0,,1,11,4.1,0,1,2025-05-18 00:41:49.175637,0,Missing business license
V1669,Business_V1669,tour_operator,Mafeteng,0,0,,1,7,4.1,0,1,2026-02-19 00:41:49.175637,0,Missing business license
V1670,Business_V1670,restaurant,Quthing,1,0,2025-09-01 00:41:49.175637,1,16,1.5,0,1,2025-07-15 00:41:49.175637,0,License is expired
V1671,Business_V1671,unlicensed_taxi,Mafeteng,1,1,2027-01-13 00:41:49.175637,1,10,4.0,0,0,2025-12-15 00:41:49.175637,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1672,Business_V1672,unlicensed_taxi,Berea,1,1,2026-08-13 00:41:49.175637,1,14,4.3,0,0,2025-11-09 00:41:49.175637,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1673,Business_V1673,transport,Berea,1,1,2027-01-19 00:41:49.175637,1,18,1.1,0,1,2026-02-18 00:41:49.175637,1,
V1674,Business_V1674,craft_shop,Mokhotlong,1,1,2026-05-25 00:41:49.176635,1,14,2.5,0,1,2025-06-03 00:41:49.176635,1,
V1675,Business_V1675,unlicensed_taxi,Berea,1,1,2026-07-19 00:41:49.176635,1,7,0.1,0,0,2025-12-30 00:41:49.176635,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1676,Business_V1676,activity_provider,Mafeteng,0,0,,1,19,0.1,0,1,2026-01-28 00:41:49.176635,0,Missing business license
V1677,Business_V1677,restaurant,Thaba-Tseka,0,0,,1,12,1.9,0,1,2025-04-27 00:41:49.177640,0,Missing business license
V1678,Business_V1678,tour_operator,Maseru,1,1,2026-09-05 00:41:49.177640,0,2,4.8,0,1,2025-12-14 00:41:49.177640,0,Missing tax clearance certificate
V1679,Business_V1679,transport,Thaba-Tseka,1,1,2026-07-01 00:41:49.177640,1,18,3.5,0,1,2025-06-05 00:41:49.177640,1,
V1680,Business_V1680,tour_operator,Berea,1,1,2026-09-28 00:41:49.177640,1,6,4.0,1,1,2025-08-04 00:41:49.177640,0,Has negative history/complaints in system
V1681,Business_V1681,accommodation,Mafeteng,1,1,2026-11-27 00:41:49.177640,0,18,4.8,0,1,2025-08-18 00:41:49.177640,0,Missing tax clearance certificate
V1682,Business_V1682,transport,Qacha's Nek,1,1,2027-01-17 00:41:49.177640,1,4,3.5,0,1,2025-10-25 00:41:49.178630,1,
V1683,Business_V1683,tour_operator,Qacha's Nek,0,0,,1,4,0.2,0,1,2025-10-23 00:41:49.178630,0,Missing business license
V1684,Business_V1684,unlicensed_taxi,Berea,1,1,2026-10-30 00:41:49.178630,0,10,4.6,0,0,2025-09-07 00:41:49.178630,0,Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1685,Business_V1685,street_vendor,Mokhotlong,1,1,2027-03-30 00:41:49.178630,1,19,2.5,0,0,2026-02-28 00:41:49.178630,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1686,Business_V1686,activity_provider,Leribe,0,0,,1,11,1.5,0,1,2025-11-26 00:41:49.178630,0,Missing business license
V1687,Business_V1687,craft_shop,Butha-Buthe,1,1,2026-10-21 00:41:49.178630,0,15,2.0,0,1,2026-03-11 00:41:49.178630,0,Missing tax clearance certificate
V1688,Business_V1688,unlicensed_taxi,Butha-Buthe,1,1,2026-08-27 00:41:49.178630,1,4,4.8,0,0,2026-01-10 00:41:49.179627,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1689,Business_V1689,craft_shop,Leribe,1,1,2026-07-07 00:41:49.179627,1,11,0.9,0,1,2025-10-09 00:41:49.179627,1,
V1690,Business_V1690,unlicensed_taxi,Leribe,1,1,2027-02-17 00:41:49.179627,1,10,3.6,0,0,2025-11-07 00:41:49.179627,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1691,Business_V1691,activity_provider,Mokhotlong,1,1,2026-10-24 00:41:49.179627,1,4,4.9,0,1,2025-04-15 00:41:49.179627,1,
V1692,Business_V1692,restaurant,Mohale's Hoek,0,0,,0,0,2.4,0,1,2026-02-02 00:41:49.179627,0,Missing business license; Missing tax clearance certificate; Insufficient experience (0 years) and low rating (2.4)
V1693,Business_V1693,craft_shop,Leribe,1,1,2027-03-22 00:41:49.179627,0,1,0.3,0,1,2025-07-11 00:41:49.180624,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (0.3)
V1694,Business_V1694,craft_shop,Butha-Buthe,0,0,,1,4,2.9,0,1,2026-01-16 00:41:49.180624,0,Missing business license
V1695,Business_V1695,restaurant,Mohale's Hoek,1,1,2026-11-11 00:41:49.180624,1,1,0.4,0,1,2025-11-17 00:41:49.180624,0,Insufficient experience (1 years) and low rating (0.4)
V1696,Business_V1696,craft_shop,Maseru,1,1,2026-11-03 00:41:49.180624,1,4,2.0,1,1,2025-07-02 00:41:49.180624,0,Has negative history/complaints in system
V1697,Business_V1697,craft_shop,Mohale's Hoek,1,1,2027-01-02 00:41:49.180624,1,1,0.4,0,1,2025-11-02 00:41:49.180624,0,Insufficient experience (1 years) and low rating (0.4)
V1698,Business_V1698,activity_provider,Mokhotlong,1,1,2026-05-25 00:41:49.180624,0,0,2.6,1,1,2025-09-28 00:41:49.180624,0,Missing tax clearance certificate; Insufficient experience (0 years) and low rating (2.6); Has negative history/complaints in system
V1699,Business_V1699,unlicensed_taxi,Leribe,1,0,2025-11-20 00:41:49.181621,1,16,3.8,1,0,2025-10-11 00:41:49.181621,0,License is expired; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1700,Business_V1700,tour_operator,Mafeteng,0,0,,1,10,2.4,0,1,2025-11-10 00:41:49.181621,0,Missing business license
V1701,Business_V1701,transport,Berea,0,0,,0,8,2.5,0,1,2026-03-27 00:41:49.181621,0,Missing business license; Missing tax clearance certificate
V1702,Business_V1702,transport,Butha-Buthe,1,1,2027-02-04 00:41:49.181621,1,0,3.2,0,1,2026-01-22 00:41:49.181621,0,Insufficient experience (0 years) and low rating (3.2)
V1703,Business_V1703,craft_shop,Leribe,1,0,2025-06-09 00:41:49.181621,1,13,2.4,0,1,2025-09-13 00:41:49.181621,0,License is expired
V1704,Business_V1704,restaurant,Butha-Buthe,1,1,2026-07-16 00:41:49.181621,1,2,1.5,1,1,2026-02-05 00:41:49.181621,0,Has negative history/complaints in system
V1705,Business_V1705,tour_operator,Mokhotlong,1,1,2027-01-24 00:41:49.182619,1,9,3.8,0,1,2025-08-26 00:41:49.182619,1,
V1706,Business_V1706,tour_operator,Mafeteng,0,0,,0,7,2.1,0,1,2025-08-13 00:41:49.182619,0,Missing business license; Missing tax clearance certificate
V1707,Business_V1707,transport,Quthing,1,1,2027-02-05 00:41:49.182619,1,13,2.3,0,1,2026-03-23 00:41:49.182619,1,
V1708,Business_V1708,restaurant,Mokhotlong,0,0,,1,5,0.4,0,1,2026-01-07 00:41:49.182619,0,Missing business license
V1709,Business_V1709,restaurant,Butha-Buthe,1,1,2027-03-24 00:41:49.182619,1,7,0.8,0,1,2026-02-09 00:41:49.182619,1,
V1710,Business_V1710,unlicensed_taxi,Mafeteng,1,1,2027-01-10 00:41:49.182619,1,9,4.2,0,0,2025-06-05 00:41:49.182619,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1711,Business_V1711,street_vendor,Berea,0,0,,1,2,1.7,0,0,2025-05-27 00:41:49.183616,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1712,Business_V1712,tour_operator,Qacha's Nek,1,1,2027-03-18 00:41:49.183616,1,16,1.6,0,1,2025-04-30 00:41:49.183616,1,
V1713,Business_V1713,craft_shop,Mokhotlong,1,1,2026-06-15 00:41:49.183616,0,13,3.5,0,1,2025-08-07 00:41:49.183616,0,Missing tax clearance certificate
V1714,Business_V1714,tour_operator,Mohale's Hoek,1,1,2026-11-23 00:41:49.183616,1,6,3.1,0,1,2025-07-11 00:41:49.183616,1,
V1715,Business_V1715,unregistered,Mokhotlong,1,1,2027-02-27 00:41:49.183616,1,13,3.4,0,0,2025-10-19 00:41:49.183616,0,Business type 'unregistered' not approved by Ministry of Tourism
V1716,Business_V1716,unregistered,Maseru,0,0,,1,12,2.5,0,0,2025-05-08 00:41:49.184613,0,Missing business license; Business type 'unregistered' not approved by Ministry of Tourism
V1717,Business_V1717,activity_provider,Leribe,1,1,2027-02-05 00:41:49.184613,0,3,3.1,1,1,2025-05-30 00:41:49.184613,0,Missing tax clearance certificate; Has negative history/complaints in system
V1718,Business_V1718,tour_operator,Mokhotlong,0,0,,1,10,0.1,0,1,2025-09-19 00:41:49.184613,0,Missing business license
V1719,Business_V1719,unlicensed_taxi,Qacha's Nek,1,1,2026-12-21 00:41:49.184613,0,1,4.8,0,0,2025-09-17 00:41:49.184613,0,Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1720,Business_V1720,restaurant,Leribe,0,0,,1,13,0.7,0,1,2026-02-22 00:41:49.184613,0,Missing business license
V1721,Business_V1721,street_vendor,Maseru,0,0,,1,13,1.8,0,0,2025-09-28 00:41:49.184613,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V1722,Business_V1722,unregistered,Thaba-Tseka,1,1,2027-03-03 00:41:49.184613,1,10,0.3,0,0,2025-10-29 00:41:49.184613,0,Business type 'unregistered' not approved by Ministry of Tourism
V1723,Business_V1723,street_vendor,Thaba-Tseka,1,0,2026-03-07 00:41:49.185611,0,4,3.1,1,0,2025-08-26 00:41:49.185611,0,License is expired; Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V1724,Business_V1724,unregistered,Berea,0,0,,0,13,0.8,1,0,2026-01-05 00:41:49.185611,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V1725,Business_V1725,tour_operator,Mohale's Hoek,0,0,,1,8,3.4,0,1,2025-11-24 00:41:49.185611,0,Missing business license
V1726,Business_V1726,unlicensed_taxi,Mokhotlong,1,1,2026-10-31 00:41:49.185611,1,15,4.0,0,0,2025-12-04 00:41:49.185611,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1727,Business_V1727,unlicensed_taxi,Maseru,0,0,,0,7,1.2,0,0,2025-08-20 00:41:49.185611,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1728,Business_V1728,activity_provider,Maseru,0,0,,1,15,3.8,0,1,2025-12-04 00:41:49.185611,0,Missing business license
V1729,Business_V1729,transport,Leribe,1,1,2026-07-29 00:41:49.185611,1,12,2.8,0,1,2025-12-20 00:41:49.186608,1,
V1730,Business_V1730,activity_provider,Butha-Buthe,0,0,,0,9,2.0,0,1,2026-02-22 00:41:49.186608,0,Missing business license; Missing tax clearance certificate
V1731,Business_V1731,unregistered,Maseru,1,1,2027-03-18 00:41:49.186608,0,12,4.5,0,0,2025-12-25 00:41:49.186608,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1732,Business_V1732,street_vendor,Butha-Buthe,1,1,2027-04-04 00:41:49.186608,1,9,2.6,0,0,2026-02-09 00:41:49.186608,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1733,Business_V1733,unregistered,Qacha's Nek,1,1,2027-02-10 00:41:49.186608,1,3,1.1,0,0,2026-01-12 00:41:49.186608,0,Business type 'unregistered' not approved by Ministry of Tourism
V1734,Business_V1734,unregistered,Qacha's Nek,1,1,2027-03-18 00:41:49.186608,1,17,1.1,1,0,2025-06-20 00:41:49.187615,0,Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V1735,Business_V1735,transport,Mokhotlong,0,0,,1,13,0.6,1,1,2025-11-19 00:41:49.187615,0,Missing business license; Has negative history/complaints in system
V1736,Business_V1736,unlicensed_taxi,Butha-Buthe,0,0,,1,17,0.1,0,0,2025-11-20 00:41:49.187615,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1737,Business_V1737,craft_shop,Leribe,1,1,2026-10-08 00:41:49.187615,1,8,4.0,0,1,2025-06-04 00:41:49.187615,1,
V1738,Business_V1738,unlicensed_taxi,Mokhotlong,1,1,2026-07-21 00:41:49.187615,0,2,0.9,0,0,2025-05-09 00:41:49.187615,0,Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1739,Business_V1739,accommodation,Butha-Buthe,1,1,2026-09-17 00:41:49.187615,1,12,1.6,0,1,2025-05-24 00:41:49.187615,1,
V1740,Business_V1740,tour_operator,Maseru,1,1,2026-11-05 00:41:49.187615,1,4,3.4,0,1,2025-10-28 00:41:49.188603,1,
V1741,Business_V1741,street_vendor,Berea,1,1,2026-05-17 00:41:49.188603,1,11,4.6,0,0,2026-02-13 00:41:49.188603,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1742,Business_V1742,unlicensed_taxi,Mafeteng,1,1,2027-01-11 00:41:49.188603,1,6,3.9,0,0,2026-03-20 00:41:49.188603,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1743,Business_V1743,street_vendor,Thaba-Tseka,1,1,2027-01-07 00:41:49.188603,1,8,4.7,0,0,2025-09-01 00:41:49.188603,0,Business type 'street_vendor' not approved by Ministry of Tourism
V1744,Business_V1744,unlicensed_taxi,Maseru,1,0,2025-12-02 00:41:49.188603,1,13,2.3,1,0,2025-04-22 00:41:49.188603,0,License is expired; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1745,Business_V1745,restaurant,Quthing,1,1,2026-05-25 00:41:49.188603,1,5,2.0,1,1,2025-12-30 00:41:49.188603,0,Has negative history/complaints in system
V1746,Business_V1746,accommodation,Mafeteng,1,1,2026-06-10 00:41:49.189600,1,0,2.5,1,1,2025-05-04 00:41:49.189600,0,Insufficient experience (0 years) and low rating (2.5); Has negative history/complaints in system
V1747,Business_V1747,unlicensed_taxi,Mokhotlong,1,1,2026-09-27 00:41:49.189600,1,16,1.8,0,0,2025-08-06 00:41:49.189600,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1748,Business_V1748,street_vendor,Thaba-Tseka,0,0,,1,13,2.9,1,0,2025-09-07 00:41:49.189600,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V1749,Business_V1749,transport,Mafeteng,1,0,2026-01-20 00:41:49.189600,1,12,3.3,0,1,2025-07-06 00:41:49.189600,0,License is expired
V1750,Business_V1750,craft_shop,Mafeteng,1,1,2027-03-14 00:41:49.189600,1,0,4.8,0,1,2026-02-04 00:41:49.189600,1,
V1751,Business_V1751,accommodation,Qacha's Nek,1,1,2026-11-09 00:41:49.189600,1,11,2.9,1,1,2026-03-19 00:41:49.189600,0,Has negative history/complaints in system
V1752,Business_V1752,craft_shop,Leribe,0,0,,1,18,4.1,0,1,2025-11-20 00:41:49.190597,0,Missing business license
V1753,Business_V1753,street_vendor,Thaba-Tseka,1,0,2025-10-21 00:41:49.190597,1,5,2.2,0,0,2025-11-11 00:41:49.190597,0,License is expired; Business type 'street_vendor' not approved by Ministry of Tourism
V1754,Business_V1754,activity_provider,Leribe,0,0,,1,7,0.8,1,1,2025-08-16 00:41:49.190597,0,Missing business license; Has negative history/complaints in system
V1755,Business_V1755,craft_shop,Butha-Buthe,1,1,2026-11-13 00:41:49.190597,1,10,2.7,0,1,2025-09-18 00:41:49.190597,1,
V1756,Business_V1756,craft_shop,Maseru,0,0,,1,0,2.4,0,1,2026-02-22 00:41:49.190597,0,Missing business license; Insufficient experience (0 years) and low rating (2.4)
V1757,Business_V1757,accommodation,Leribe,0,0,,1,2,0.2,0,1,2025-07-03 00:41:49.190597,0,Missing business license
V1758,Business_V1758,transport,Quthing,1,1,2027-03-21 00:41:49.190597,1,13,2.7,0,1,2025-10-06 00:41:49.191595,1,
V1759,Business_V1759,accommodation,Maseru,1,1,2027-02-06 00:41:49.191595,0,5,2.3,0,1,2026-03-16 00:41:49.191595,0,Missing tax clearance certificate
V1760,Business_V1760,accommodation,Mafeteng,1,1,2026-06-17 00:41:49.191595,1,0,4.6,1,1,2026-02-28 00:41:49.191595,0,Has negative history/complaints in system
V1761,Business_V1761,accommodation,Berea,1,1,2027-02-19 00:41:49.191595,1,4,3.2,0,1,2025-09-02 00:41:49.191595,1,
V1762,Business_V1762,activity_provider,Leribe,1,0,2025-12-27 00:41:49.191595,1,6,4.3,0,1,2025-06-02 00:41:49.191595,0,License is expired
V1763,Business_V1763,restaurant,Qacha's Nek,1,1,2026-08-01 00:41:49.191595,1,6,2.3,0,1,2026-02-13 00:41:49.191595,1,
V1764,Business_V1764,activity_provider,Mafeteng,0,0,,1,13,3.7,0,1,2025-12-23 00:41:49.192592,0,Missing business license
V1765,Business_V1765,restaurant,Mohale's Hoek,0,0,,1,0,0.5,0,1,2026-01-07 00:41:49.192592,0,Missing business license; Insufficient experience (0 years) and low rating (0.5)
V1766,Business_V1766,tour_operator,Maseru,0,0,,1,0,3.1,1,1,2025-09-25 00:41:49.192592,0,Missing business license; Insufficient experience (0 years) and low rating (3.1); Has negative history/complaints in system
V1767,Business_V1767,unlicensed_taxi,Butha-Buthe,1,1,2026-09-22 00:41:49.192592,1,3,0.9,0,0,2026-02-27 00:41:49.192592,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1768,Business_V1768,unregistered,Leribe,1,1,2027-03-27 00:41:49.192592,0,5,2.2,0,0,2026-02-12 00:41:49.192592,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1769,Business_V1769,unlicensed_taxi,Mohale's Hoek,1,1,2027-01-16 00:41:49.192592,1,14,4.7,0,0,2026-02-04 00:41:49.192592,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1770,Business_V1770,unlicensed_taxi,Berea,1,1,2026-12-24 00:41:49.192592,1,2,2.8,0,0,2025-06-28 00:41:49.193589,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1771,Business_V1771,tour_operator,Leribe,1,1,2026-08-28 00:41:49.193589,1,5,0.3,0,1,2026-01-13 00:41:49.193589,1,
V1772,Business_V1772,transport,Thaba-Tseka,1,1,2027-01-27 00:41:49.193589,1,12,2.0,1,1,2025-07-27 00:41:49.193589,0,Has negative history/complaints in system
V1773,Business_V1773,accommodation,Leribe,1,0,2025-04-14 00:41:49.193589,0,7,3.7,0,1,2025-08-09 00:41:49.193589,0,License is expired; Missing tax clearance certificate
V1774,Business_V1774,unlicensed_taxi,Maseru,1,1,2026-12-17 00:41:49.193589,1,13,4.1,0,0,2025-05-10 00:41:49.193589,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1775,Business_V1775,unregistered,Mohale's Hoek,1,1,2026-05-24 00:41:49.193589,1,5,0.3,0,0,2026-01-29 00:41:49.193589,0,Business type 'unregistered' not approved by Ministry of Tourism
V1776,Business_V1776,unregistered,Maseru,0,0,,0,18,2.5,0,0,2025-07-10 00:41:49.194587,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1777,Business_V1777,accommodation,Berea,1,0,2025-10-31 00:41:49.194587,1,12,1.7,1,1,2025-09-16 00:41:49.194587,0,License is expired; Has negative history/complaints in system
V1778,Business_V1778,restaurant,Qacha's Nek,1,1,2026-10-20 00:41:49.194587,1,3,2.4,0,1,2025-12-08 00:41:49.194587,1,
V1779,Business_V1779,unlicensed_taxi,Thaba-Tseka,1,1,2027-01-01 00:41:49.194587,1,12,1.4,0,0,2025-08-19 00:41:49.194587,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1780,Business_V1780,accommodation,Quthing,1,1,2026-09-09 00:41:49.194587,1,0,2.8,0,1,2025-12-19 00:41:49.194587,0,Insufficient experience (0 years) and low rating (2.8)
V1781,Business_V1781,unregistered,Qacha's Nek,1,1,2027-03-04 00:41:49.194587,1,7,3.2,0,0,2025-11-01 00:41:49.195584,0,Business type 'unregistered' not approved by Ministry of Tourism
V1782,Business_V1782,activity_provider,Maseru,1,1,2026-11-18 00:41:49.195584,1,11,4.5,0,1,2025-11-06 00:41:49.195584,1,
V1783,Business_V1783,craft_shop,Thaba-Tseka,0,0,,1,9,0.5,0,1,2025-07-07 00:41:49.195584,0,Missing business license
V1784,Business_V1784,unregistered,Quthing,0,0,,0,11,0.2,1,0,2026-03-24 00:41:49.195584,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V1785,Business_V1785,restaurant,Thaba-Tseka,1,1,2026-06-29 00:41:49.195584,1,7,0.5,0,1,2025-05-11 00:41:49.195584,1,
V1786,Business_V1786,unregistered,Maseru,0,0,,0,12,2.1,0,0,2026-03-25 00:41:49.195584,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1787,Business_V1787,unlicensed_taxi,Mohale's Hoek,1,1,2027-01-02 00:41:49.195584,1,14,0.8,0,0,2025-09-06 00:41:49.196581,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1788,Business_V1788,accommodation,Mohale's Hoek,1,0,2025-04-19 00:41:49.196581,1,17,4.0,0,1,2026-02-06 00:41:49.196581,0,License is expired
V1789,Business_V1789,activity_provider,Berea,1,1,2026-07-09 00:41:49.196581,1,13,3.1,0,1,2025-04-16 00:41:49.196581,1,
V1790,Business_V1790,activity_provider,Mafeteng,1,1,2026-08-13 00:41:49.196581,1,5,3.1,0,1,2026-03-30 00:41:49.196581,1,
V1791,Business_V1791,craft_shop,Maseru,0,0,,0,10,2.0,0,1,2025-05-26 00:41:49.196581,0,Missing business license; Missing tax clearance certificate
V1792,Business_V1792,unlicensed_taxi,Mafeteng,0,0,,1,3,4.5,0,0,2025-06-21 00:41:49.197579,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1793,Business_V1793,activity_provider,Maseru,1,1,2026-10-29 00:41:49.197579,0,15,2.4,0,1,2025-08-12 00:41:49.197579,0,Missing tax clearance certificate
V1794,Business_V1794,tour_operator,Thaba-Tseka,1,1,2026-12-01 00:41:49.197579,0,15,1.0,0,1,2025-11-28 00:41:49.197579,0,Missing tax clearance certificate
V1795,Business_V1795,accommodation,Mafeteng,1,1,2027-04-06 00:41:49.197579,1,6,3.3,0,1,2025-08-29 00:41:49.197579,1,
V1796,Business_V1796,restaurant,Butha-Buthe,1,1,2026-08-17 00:41:49.197579,1,8,1.4,0,1,2026-03-07 00:41:49.197579,1,
V1797,Business_V1797,unlicensed_taxi,Qacha's Nek,1,1,2026-12-23 00:41:49.197579,1,15,1.3,0,0,2025-10-23 00:41:49.197579,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1798,Business_V1798,transport,Berea,1,1,2026-09-26 00:41:49.198577,0,14,2.0,0,1,2025-11-13 00:41:49.198577,0,Missing tax clearance certificate
V1799,Business_V1799,tour_operator,Qacha's Nek,1,1,2026-09-25 00:41:49.198577,1,5,2.7,0,1,2026-01-25 00:41:49.198577,1,
V1800,Business_V1800,unregistered,Leribe,1,1,2027-02-23 00:41:49.198577,1,0,4.2,1,0,2025-05-18 00:41:49.198577,0,Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V1801,Business_V1801,craft_shop,Butha-Buthe,1,1,2026-06-05 00:41:49.198577,1,7,3.4,0,1,2025-11-22 00:41:49.198577,1,
V1802,Business_V1802,restaurant,Maseru,1,1,2026-07-21 00:41:49.198577,0,15,2.9,0,1,2026-01-08 00:41:49.198577,0,Missing tax clearance certificate
V1803,Business_V1803,transport,Thaba-Tseka,1,1,2026-06-09 00:41:49.198577,1,7,4.0,0,1,2026-01-03 00:41:49.198577,1,
V1804,Business_V1804,unregistered,Qacha's Nek,1,1,2026-11-06 00:41:49.199576,1,1,4.2,0,0,2025-10-30 00:41:49.199576,0,Business type 'unregistered' not approved by Ministry of Tourism
V1805,Business_V1805,unlicensed_taxi,Maseru,0,0,,1,5,1.6,0,0,2025-09-19 00:41:49.199576,0,Missing business license; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V1806,Business_V1806,craft_shop,Leribe,1,1,2027-01-21 00:41:49.199576,1,3,2.0,1,1,2025-08-22 00:41:49.199576,0,Has negative history/complaints in system
V1807,Business_V1807,restaurant,Mafeteng,1,1,2027-02-26 00:41:49.199576,0,1,0.8,1,1,2025-06-09 00:41:49.199576,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (0.8); Has negative history/complaints in system
V1808,Business_V1808,accommodation,Berea,1,1,2027-04-05 00:41:49.199576,1,8,2.0,0,1,2026-01-19 00:41:49.200571,1,
V1809,Business_V1809,unregistered,Leribe,1,1,2026-12-31 00:41:49.200571,1,19,4.1,1,0,2025-04-25 00:41:49.200571,0,Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V1810,Business_V1810,restaurant,Quthing,1,1,2026-10-14 00:41:49.200571,0,7,4.9,0,1,2025-07-09 00:41:49.200571,0,Missing tax clearance certificate
V1811,Business_V1811,unregistered,Qacha's Nek,1,1,2026-05-11 00:41:49.200571,1,7,4.1,0,0,2025-06-10 00:41:49.200571,0,Business type 'unregistered' not approved by Ministry of Tourism
V1812,Business_V1812,unlicensed_taxi,Thaba-Tseka,1,1,2027-02-03 00:41:49.200571,0,19,2.8,1,0,2025-08-26 00:41:49.200571,0,Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V1813,Business_V1813,restaurant,Butha-Buthe,1,1,2027-03-18 00:41:49.200571,1,11,3.0,0,1,2025-12-11 00:41:49.200571,1,
V1814,Business_V1814,unregistered,Butha-Buthe,1,1,2026-11-14 00:41:49.200571,0,17,1.7,0,0,2025-07-14 00:41:49.201568,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V1815,Business_V1815,unregistered,Mohale's Hoek,1,1,2026-07-08 00:41:49.201568,1,7,1.0,0,0,2025-08-15 00:41:49.201568,0,Business type 'unregistered' not approved by Ministry of Tourism
V1816,Business_V1816,accommodation,Maseru,1,1,2026-07-13 00:41:49.201568,0,9,1.8,0,1,2026-03-17 00:41:49.201568,0,Missing tax clearance certificate
V1817,Business_V1817,unregistered,Quthing,0,0,,1,14,3.6,0,0,2025-11-04 00:41:49.201568,0,Missing business license; Business type 'unregistered' not approved by Ministry of Tourism
V1818,Business_V1818,street_vendor,Leribe,1,1,2026-06-26 00:41:49.201568,0,8,4.9,0,0,2025-12-20 00:41:49.201568,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V1819,Business_V1819,restaurant,Quthing,0,0,,1,17,3.5,0,1,2026-01-29 00:41:49.201568,0,Missing business license
