report_name,page,year,source_type,table_title,topic,content,row_count,column_count,record_key
Perception-Survey-Report-2024,11.0,2024,table,Table 2: Length of Stay by Purpose of Visit,visitor_profile,"Length of Stay | Business | Leisure | Religion | Sports | VFR | Other
3 days | 15.0 | 32.8 | 0.0 | 20 | 29.7 | 25.9
2 days | 21.5 | 26.9 | 3.8 | 30 | 28.6 | 42.4
4 days | 0.0 | 15.8 | 0.0 | 50 | 16.4 | 6.9
1 day | 20.6 | 4.7 | 0.0 | 0 | 2.2 | 4.1
5 days | 9.3 | 4.5 | 0.0 | 0 | 6.7 | 5.2
Other | 33.6 | 15.3 | 96.2 | 0 | 16.4 | 15.4
Total | 2.6 | 70.8 | 1.9 | 9.6 | 6.4 | 8.7",8.0,14.0,Perception-Survey-Report-2024|11|Table 2: Length of Stay by Purpose of Visit
Perception-Survey-Report-2024,12.0,2024,table,Leisure and VFR tourists have the highest proportion of 3-day stays,general_tourism,"accounting for 32.8 % and 29.7 respectively.
Business tourists exhibit a relatively high proportion (21.5%) of 2-day stays
indicating short business trips or meetings. Additionally, in this segment, 1
day stays are prevalent among business tourists (20.6%), reflecting quick
business visits.
Sports tourists have the highest proportion (50%) of 4-day stays, indicating
that they stay longer possibly for sports events or competitions.
5-day stays are more common among leisure tourists (4.5%) and VFR tourists
(6.7%), indicating longer vacations or extended family visits for social and
leisurely purposes.",10.0,1.0,Perception-Survey-Report-2024|12|Leisure and VFR tourists have the highest proportion of 3-day stays
Perception-Survey-Report-2024,12.0,2024,table,"Months with comparatively lower tourist arrivals were June, May and",arrivals,"December with only 3.7%, 5.6% and 5.6 % respectively.
The above pattern therefore shows that April (10.1%), August (9.9%), and
November (18.9) were the peak months for arrivals, aligning closely with
Annual International Arrivals & Accommodations 2022.
November emerged as the peak month for tourist arrivals, accounting for
18.9% of total arrivals suggesting that November experienced high tourism
activity due to holidays or special events.
Between January (6.3%) and April (10.1%), arrivals increased steadily, with a
drop in March (7.8%), May (5.6%) and June (3.7%) followed by an increase in
July (8.7%) and December (18.9%) respectively.",10.0,1.0,"Perception-Survey-Report-2024|12|Months with comparatively lower tourist arrivals were June, May and"
Perception-Survey-Report-2024,13.0,2024,table,Table 3: Percentage Distribution of Purpose of Visit by month,general_tourism,"Month | Business | Leisure | Other | Religion | Sports | VFR
Jan | 10.3 | 7.7 | 2.8 | 0.0 | 0 | 5.6
Feb | 14.0 | 8.9 | 29.2 | 0.0 | 0 | 7.1
Mar | 31.8 | 7.9 | 12.7 | 16.7 | 0 | 0.0
Apr | 4.7 | 6.9 | 1.1 | 3.8 | 50 | 1.5
May | 0.0 | 7.3 | 4.4 | 0.0 | 0 | 0.7
Jun | 0.0 | 3.3 | 14.3 | 0.0 | 0 | 1.5
July | 13.1 | 7.0 | 1.9 | 0.0 | 30 | 5.9
Aug | 9.3 | 8.9 | 9.1 | 0.0 | 20 | 10.0
Sept | 4.7 | 5.5 | 15.2 | 71.8 | 0 | 14.5
Oct | 10.3 | 8.3 | 0.6 | 0.0 | 0 | 0.4
Nov | 0.0 | 24.7 | 2.2 | 7.7 | 0 | 16.7
Dec | 1.9 | 3.7 | 6.6 | 0 | 0 | 36.1
Total | 2.6 | 70.8 | 8.7 | 1.9 | 9.6 | 6.4",14.0,14.0,Perception-Survey-Report-2024|13|Table 3: Percentage Distribution of Purpose of Visit by month
Perception-Survey-Report-2024,13.0,2024,table,"November (24.7%) stood out as a peak month for leisure tourism, suggesting",attractions,"that holiday seasons, festivals, or attractions may have drawn leisure travellers
during this time.
The highest proportions of business tourists were observed in March (31.8%)
February (14.0%), and July (13.1%) respectively suggesting that these months
may coincide with business conferences, events, or corporate activities. This
indicates that demand for business-related activities took place during these
periods.
In April, sports-related tourism reached its peak with half (50%) of total
tourists visiting for sports-related activities, followed by July (30%) and August
(20%). This suggests that sports events, possibly including Easter games and
competitions, took place during this period, attracting a significant number of
tourists interested in sports activities.
November (16.7%), September (14.5%), and August (10.0%) respectively
exhibited higher proportions of VFR tourists, indicating social and familial
connections driving visitation during these months. November's prominence
may indeed be attributed to the holiday season, when friends and family
gatherings are more prevalent.
Peak months for tourism vary depending on the purpose, with November
standing out for leisure tourism, September for religious and VFR tourism
and March for business tourism.",20.0,1.0,"Perception-Survey-Report-2024|13|November (24.7%) stood out as a peak month for leisure tourism, suggesting"
Perception-Survey-Report-2024,14.0,2024,table,Table 4: Percentage Distribution of Purpose of Visit by Source of Information,general_tourism,"Purpose of Visit | Visiting Friends & Family | Guide books | Internet | Previous Visits to Lesotho | Social media | Tourism Material | Website | Other
Business | 2.1 | 0.7 | 1.3 | 14.4 | 0.0 | 0.0 | 0.0 | 3.5
Leisure | 74.4 | 75.1 | 82.6 | 80.4 | 91.6 | 100.0 | 100.0 | 57.9
Religion | 2.1 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 3.6
Sports | 0.0 | 0.0 | 10.0 | 0.0 | 0.0 | 0.0 | 0.0 | 15.6
VFR | 15.7 | 2.0 | 3.1 | 5.2 | 2.4 | 0.0 | 0.0 | 6.9
Other | 5.6 | 22.3 | 2.9 | 0.0 | 6.0 | 0.0 | 0.0 | 12.5
Total | 14.6 | 7.3 | 28.7 | 2.3 | 1.9 | 1.5 | 0.7 | 43",8.0,18.0,Perception-Survey-Report-2024|14|Table 4: Percentage Distribution of Purpose of Visit by Source of Information
Perception-Survey-Report-2024,14.0,2024,table,Leisure tourists relied on guidebooks (74.4%) and the internet (82.6%) for,general_tourism,"information, emphasizing the importance of online and traditional sources.
Moreover, they also depended on previous visits (80.4%) use of social media
(91.6%) and tourism material (100%), indicating the pivotal role of digital
platforms and promotional materials in travel decisions.
Business tourists exhibited a high reliance (14.4%) on previous visits to
Lesotho for information, indicating familiarity with the destination and
suggesting repeat business travel.
VFR tourists relied on their own (15.7%) for information, indicating self
research or personal knowledge as significant factors in their travel decisions",9.0,1.0,Perception-Survey-Report-2024|14|Leisure tourists relied on guidebooks (74.4%) and the internet (82.6%) for
Perception-Survey-Report-2024,15.0,2024,table,"The ""Good service"" category, which accounts for 37.1% of the total",accommodation,"comments (63.3%) refers to good service, possibly due to the services received
at accommodation establishments which could be attributed to the grading
program that ensures quality assurance, as well as the service received at
information offices at the Pioneer Mall and the Maseru Bridge. Additionally
tourists could be commending the quality of service they received from
various restaurants, tour operators, tour guides and all front liners of the
tourism industry in Lesotho. From the comments it is evident that tourists
thought the service they received was professional and as a result they, felt
well taken care of and valued as guests.",9.0,1.0,"Perception-Survey-Report-2024|15|The ""Good service"" category, which accounts for 37.1% of the total"
Perception-Survey-Report-2024,15.0,2024,table,"The high percentage (12.7%) of comments that referred to ""Friendly"" suggests",perception,"that tourist thought the people of Lesotho were friendly and warm. Delving
deeper into the comments, some tourists described encounters with locals as
welcoming and hospitable and this friendly service that tourists have received
could create a positive and memorable experience that could enhance",4.0,1.0,"Perception-Survey-Report-2024|15|The high percentage (12.7%) of comments that referred to ""Friendly"" suggests"
Perception-Survey-Report-2024,16.0,2024,table,Lesotho’s reputation as a welcoming place contributing to the overall,perception,satisfaction of tourists.,1.0,1.0,Perception-Survey-Report-2024|16|Lesotho’s reputation as a welcoming place contributing to the overall
Perception-Survey-Report-2024,16.0,2024,table,"The perception that Lesotho is ""fantastic""(10.4%) refers to the fact that it is a",perception,"fantastic holiday destination with an abundance of outdoor activities available
to visitors. Tourists mentioned that they had an enjoyable and memorable
experiences during their visit as they were exploring the great outdoor
activities and immersing themselves in the local culture. Overall, the
perception of Lesotho as ""fantastic” may suggests visitors may have found
Lesotho to be a destination that exceeded their expectations and left a lasting
impression.",7.0,1.0,"Perception-Survey-Report-2024|16|The perception that Lesotho is ""fantastic""(10.4%) refers to the fact that it is a"
Perception-Survey-Report-2024,16.0,2024,table,The substantial percentage (8.8%) of comments describing service providers,general_tourism,"as ""Helpful"" indicates that tourists received valuable assistance and support
when needed. This is positive, as helpful service can enhance the overall
experience by facilitating easier navigation of Lesotho and access to
information or services.",4.0,1.0,Perception-Survey-Report-2024|16|The substantial percentage (8.8%) of comments describing service providers
Perception-Survey-Report-2024,16.0,2024,table,"The category of ""Beautiful"" accounts for 8.7 % of the total comments",visitor_profile,"indicating a strong appreciation for the natural beauty of Lesotho. The
abundance of comments describing Lesotho as ""beautiful"" highlights the
appeal of its natural environment. Indeed the country's picturesque scenery
and mountains resonated strongly with visitors as visitors even suggested that
preserving these natural assets should be a priority. Visitors expressed
admiration for the natural beauty of Lesotho, many praising it for its pristine
environment and serene atmosphere. Lesotho further seen as a beautiful
destination, noting the tranquillity and serenity they experienced during their
stay.",9.0,1.0,"Perception-Survey-Report-2024|16|The category of ""Beautiful"" accounts for 8.7 % of the total comments"
2024-Arrivals-and-Accomodations-Report,20.0,2024,table,17.5 17.5 16.8,general_tourism,17.5 | 17.5 | 16.8,1.0,3.0,2024-Arrivals-and-Accomodations-Report|20|17.5 17.5 16.8
2024-Arrivals-and-Accomodations-Report.pdf,,2024,report_text,2024-Arrivals-and-Accomodations-Report.pdf,arrivals,"1Contents 3 Foreword 5 International Arrivals by Regions of the World 6 International Arrivals by Country of Residence 7 International Arrivals Continent 8 International Arrivals by Months 10 International Arrivals by Mode of Transport and Port of Entry 11 International Arrivals by Purpose of visit and length of stay 13 International Arrivals by Destinations visited 15 Accommodation Capacity 18 Bed Capacity, Bed Occupancy & Guest Nights 21 Revenue from Accommodation Sub-sector 24 Employment in Accommodation Sub-sector 26 Comparison of Key Variables by years 28 Conclusion 28 Explanatory Notes 2FOREWORD According to the UN Tourism, an estimated 1.4 billion international signalled by a marginal difference between revenue generated from tourists travelled across the globe, marking a 99% recovery compared to locals and non-locals, implying an improvement in spending by non-locals. 2019 and an 11% increase over 2023. Lesotho reached 84% mark of the In recent years, it has been noted that opportunities for growth of the pre pandemic levels, representing a 20% growth relative to the previous tourism sector lies in Meetings, Incentives, Conferences and Exhibitions year. (MICE). This niche market promotes international collaboration and This trend signifies recovery and resurgence of Lesotho’s tourism industry investment, which translate to more arrivals and spending. From the following the turbulence of recent years, despite the ongoing economic, analysis in this report, we can confidently agree with this notion as geopolitical and climate challenges. Lesotho continues to growth in evident from the arrivals that increased during the dates of the major arrivals from different markets. South Africa remained the major source tourism event held in different areas across the country, whereat revenue market for arrivals to Lesotho and maintained the proportion of 89.6% of increased as well. To further unlock the potential of MICE, Lesotho must total arrivals. Zimbabwe, Botswana, USA and India also registered notable focus on developing appropriate facilities, improving marketing numbers. strategies, and building collaborations between government and the private sector. Hospitality service sales (including accommodation, food & beverages and other services) saw a growth of M91m in revenue in 2024, reaching Our sincerest appreciation and hearty thanks are extended to all our approximately M542m of revenue generated. Significant gains were valued stake holders who have offered support towards consolidation of observed in the months of May and November, where bed occupancy this report. In particular, tourism enterprises for their continued rates were notably high as compared to other months. The average bed cooperation in submission of the monthly statistical returns. occupancy rate was 23.6% in 2024, which was 3.7 percentage points Lets Measure, Plan, Attract and Grow!! higher than in 2023. Further analysis on revenue revealed a positive trend 3International Arrivals 4World Lesotho World International Tourist Asia Pacific and the Middle East, Africa and Europe were on the lead in 2024. 2020: -74% 2020: -71% Arrivals by Region These regions surpassed the pre-pandemic international arrivals levels, 2021: -69% 2021: -76% 2022: -33% 2022: -53% which was a milestone for global tourism recovery. America was lagging % change from 2019 2023: -11% 2023: -36% behind the pre-pandemic levels by 03.0%. 2024: -01% 2024: -16% Americas 2020: -69% 2021: -77% 2022: -28% 2023: -09% 2024: -03% Europe Africa Asia Pacific & Middle East 2020: -70% 2020: -75% 2020: -80% 2021: -85% 2021: -85% 2021: -85% Source: UN Tourism (2021-2024), 2022: -18% 2022: -32% 2022: -79% World Tourism Barometers 2023: -05% 2023: -04% 2023: -04% 2024: 01% 2024: 07% 2024: 19% 5INTERNATIONAL ARRIVALS BY COUNTRY OF RESIDENCE Figure 1: International arrivals Figure 1 indicates that: 1142381 Arrivals 2024 960321 84.1% of 2019  The total international arrivals in 2024 was 960 321, 733694 representing 84.1% of pre-pandemic level (2019) and an increase of 30.9% as compared to 2023  Males constituted the majority of international arrivals, Female,42 representing 58% of the total. Male,58  Females comprised a smaller proportion of the international arrivals accounting for 42% of the total. 2023 2024 2019 Figure 2 reveals that:  South Africa maintained its dominant position of being the key source market, contributing a substantial 89.6% Figure 2: % of arrivals from top 10 Source Markets 2024 to the total international arrivals, which is the same as in 2023. United Kingdom 0.4 Germany 0.4 South Africa  Following South Africa, Zimbabwe emerged as the second largest key source market, accounting for 2.0% Eswatini 0.5 89.6 of the total international arrivals. China 0.6  Among the overseas markets, USA (0.7%) led as the Netherlands 0.6 primary source market, followed by India (0.6%), India 0.6 Netherlands (0.6%), China(0.6%),Germany and the Botswana 0.7 United Kingdom(0.4%) respectively. USA 0.7  South Africa (89.6%), Zimbabwe (2.0%), Botswana Zimbabwe 2.0 (0.7%), and Eswatini (0.5%) constituted Lesotho's regional source markets, together representing 92.8% 0.0 0.5 1.0 1.5 2.0 2.5 of all the international arrivals. 6INTERNATIONAL ARRIVALS BY CONTINENT Figure 3: Arrivals by Continent of Origin 2024 2.5% 0.7% 2.1% 94.3% 0.1% 0.1% Figure 3 exhibits that:  Africa constituted the majority of arrivals, accounting for 94.3% of the total arrivals indicating a strong reliance on the African and regional tourism markets.  With smaller yet significant contributions, Europe and Asia followed, contributing 2.5% and 2.1% of arrivals respectively.  North America contributed a minor share of 0.7% to the total arrivals.  Australia and South America were the least contributors, each accounting for 0.1%. 7INTERNATIONAL ARRIVALS MONTHS AND YEARS Figure 4: Number of Arrivals by Year -2017to 2024 1400000 1 172 648 1200000 1 142 381 1000000 1 137 166 (30.9%) 960321 800000 (35.6",,,2024-Arrivals-and-Accomodations-Report.pdf|text
Arrivals-and-Accommodation-Report-2022.pdf,,2022,report_text,Arrivals-and-Accommodation-Report-2022.pdf,arrivals,"1Contents 3 Foreword InternationalArrivalsbyCountryofResidence 5 InternationalArrivalsbyModeofTransportandPortofentry 8 10 AccommodationCapacity 13 AccommodationDemandandOccupancy 16 RevenueAccruedfromAccommodationSector Employment 19 ComparisonofKeyVariablesoverFiveYears 21 ExplanatoryNotes 23 Conclusion 26 27 Annex 2FOREWORD The UNWTO indicates that the tourism industry has the potential to occupancy rates were notably high as compared to other months. The directly contribute to the United Nations 2030 Agenda for Sustainable average occupancy rate was 19.9% in 2022. This was 2.9 percentage DevelopmentandtheattainmentoftheSDGs.Thischallengesustoraise points higher than 2021 and 0.1 percentage point lower than the pre- awareness of the contribution of tourism to socio-economic pandemic level (2019). This pattern reflected positive prospects except developmentamongstpublicandprivatesectordecision-makersandthe that analysis of revenue accrued from accommodation by status of general public, and to position the sector as a driver of sustainable and residenceofguestsindicate thatmore revenue wasaccruedfromlocals inclusive growth. To achieve that, all our policies and business practices than Non-locals, which implies that we need to do more on promotion need to be aligned with the latest trends, making statistical analysis ofovernightstaysandspendingamongtheNon-locals. criticalandinvaluablefortheindustry. That being the case, innovative strategies need to be put in place In that spirit, Lesotho Tourism Development Corporation (LTDC) towards development of exciting tourism products that will attract a regularly collects and analyses tourism related data to help inform wide variety of tourists and cater for their needs. In that manner, industry’s decision making, formulation of data-driven strategies for seasonality will be minimized and length of stay maximized, which both improvedtourismbusinessdevelopmentandplanning. will translate to increased occupancy rates for both domestic and internationaltourists. This report presents analysis of international arrivals and accommodation statistics collected with the support from relevant The observed trends also speak to our marketing efforts, and it goes stakeholders. It shows that despite the adversity faced by the Lesotho without saying that we need to tap on the opportunities of newly tourism industry since the advent of COVID-19, Lesotho’s tourism has emerging markets such as USA, India, China and Taiwan as the report the wind in its sails. This is because international arrivals to Lesotho indicatesthatarrivalsfromthesecountriesareincreasingsignificantly. rebounded moderately in 2022 with arrivals reaching 50% (541 134) of Wewishtotakethisopportunitytoextendoursincereappreciationand thepre-pandemiclevel.SouthAfricaremainedthemajorsourcemarket thankstoallourvaluedstakeholderswhohaveofferedsupporttowards for arrivals to Lesotho, accounting for 90.5% of total arrivals. In our consolidation of this report. We further encourage all tourism view, this signifies restored travellers’ confidence, accompanied by the enterprises to continue submitting the statistical returns for smooth pent-updemand. facilitation of future reports, which will go a long way towards efficient Accommodation sales saw strong recovery in 2022 as evidenced by planningandmonitoringoftheindustry. approximately M350m revenue generated, representing an increase of 16.9% relative to 2021. The highest gains were observed in February, TebelloThoola(Mr.)-CEOa.i. March, June, September and November where guest nights and bed 3International Arrivals 04 AUG 2022 4INTERNATIONAL ARRIVALS BY COUNTRY OF RESIDENCE Analysis by country of residence in figure 2 reveals that, similar to previous years, due to its proximity to Lesotho, South Africa has emerged as the leading source market amounting to 489 780, accounting for90.5% ofthe total arrivals. Zimbabwe was the second amongthetop10sourcemarketwith9436arrivalsfollowedbyIndia with3892andtheUSAwith3639onthefourthposition. These Arrivals from South Africa, Zimbabwe, India and USA presented market shares of 90.51%, 1.74%, 0.72%, and 0.67% respectively. Collectively, the top ten source markets accounted for 96.2percentofthetotalinternationalarrivalstoLesotho. Figure 1 above demonstrates the total number of international arrivals recordedfrom 2016to 2022.From the figure it is evident thatinternationalarrivals witnessedaremarkable growthin2022 compared to the previous year. In 2022 a total of 541134 international arrivals was recorded, an increase of 94.2 percent (262493) more arrivals. Comparing 2022 (post covid-19 period) with 2021, it is apparent that upon lifting travel suspensions and opening international ports of entry, the number of international arrivalsstartedtoincrease. Thehighernumberofarrivalsin2020 as compared to 2021 could be attributed to the fact that a lot of 489780 SouthAfrica Basotho who have acquired South African citizenship and still retain their families in Lesotho were coming home on account of the Covid -19 restrictions that halted business operations across the globe, resulting in people having to go/stay home. Although the 2022 figure denotes a strong recovery, it is noteworthy to mention that the number of international arrivals in 2022 still remainedbelowpre-pandemiclevels. 5Figure 3 presents the top 5 overseas markets for arrivals to Lesotho.Indiadominatedwith3892internationalarrivalsfollowed by USA (3 639), China (3 122), UK (2 218) and Taiwan (2 023) respectively. Furthermore, in 2022 there seemed to be changes in ranking positions, India and China swapped positions. India moved upfromthirdpositiontothefirstpositionwhileChinamoveddown fromfirstpositiontothirdposition. Analysis of top 5 African source markets in figure 4 indicates that South Africa remained dominant with 489 780 arrivals and it was followedbyZimbabwewith9436,Botswana3166,Eswatini1750 andMalawiwhichcamelastwith1092arrivals.Malawiprogressed totopfiveAfrica",,,Arrivals-and-Accommodation-Report-2022.pdf|text
Arrivals-and-Accommodationn-Report-2023.pdf,,2023,report_text,Arrivals-and-Accommodationn-Report-2023.pdf,arrivals,"1Contents 3 Foreword 5 InternationalArrivalsbyCountryofResidenceandGender 9 InternationalArrivalsbyModeofTransportandPortofentry AccommodationCapacity 13 14 AccommodationDemandandOccupancy 17 RevenueAccruedfromAccommodationSector 20 Employment 22 ComparisonofKeyVariablesoverFiveYears 24 Conclusion 25 ExplanatoryNotes 28 Annex 2FOREWORD The UNWTO indicates that the tourism industry has the potential to comparedtoothermonths.Theaverage bedoccupancy ratewas19.9% directly contribute to the United Nations 2030 Agenda for Sustainable in2023.Thiswas1.6percentagepointshigherthanin2022.Overall,the DevelopmentandtheattainmentoftheSDGs.Thischallengesustoraise pattern reflected positive prospects except when unpacking revenue awareness of the contribution of tourism to socio-economic further by status of residence of guests, it turns out similar to previous developmentamongstpublicandprivatesectordecision-makersandthe years, more revenue was accrued from locals than Non-locals, which general public, and to position the sector as a driver of sustainable and implies that we need to do more on promotion of overnight stays and inclusive growth. To achieve that, all our policies and business practices spendingamongtheNon-locals. need to be aligned with the latest trends, making statistical analysis That being the case, innovative strategies need to be put in place criticalandinvaluablefortheindustry. towards development of exciting tourism products that will attract a In that spirit, Lesotho Tourism Development Corporation (LTDC) wide variety of tourists and cater for their needs. In that manner, regularly collects and analyses tourism related data to help inform seasonality will be minimized and length of stay maximized, which both industry’s decision making, formulation of data-driven strategies for will translate to increased occupancy rates for both domestic and improvedtourismbusinessdevelopmentandplanning. internationaltourists. This report presents analysis of international arrivals and The observed trends also speak to our marketing efforts, and it goes accommodation statistics which portrays the progress made by without saying that we need to tap on the opportunities of newly Lesotho’s tourism sector towards recovery. It shows that Lesotho’s emerging markets such as USA, India, China and improve our marketing tourism industry continues to steadily recover post the halt in 2020. strategies to restore Germany and Netherlands to their pre-pandemic This is evident from the 35.6% increase in international arrivals in 2023 ranking as the report indicates that arrivals from these countries are as compared to the previous year. South Africa remained the major increasingsignificantly. sourcemarketforarrivalstoLesotho,althoughtherewasaslightdropin Wewishtotakethisopportunitytoextendoursincereappreciationand its arrivals which added up to 89.6% of total arrivals. Zimbabwe, thankstoallourvaluedstakeholderswhohaveofferedsupporttowards Botswana,USAandIndiaalsoregisterednotablenumbers. consolidation of this report. We further encourage all tourism Accommodation sales saw a growth of M100m in 2023, reaching enterprises to continue submitting the statistical returns for smooth M450m revenue generated from accommodation, Food & Beverages facilitation of future reports, which will go a long way towards efficient and other services within the hospitality sector. Significant gains were planningandmonitoringoftheindustry. observed in February, March, July, August, October and November LetsMeasure,Plan,AttractandGrow!! where guest nights and bed occupancy rates were notably high as 3International Arrivals 4INTERNATIONAL ARRIVALS BY COUNTRY OF RESIDENCE Figure1indicatesthat:  Males constituted a larger proportion of international arrivals at 62.4% compared to 37.6% for females respectively.  MalesmayhavetravelledtoLesothomorefrequentlythan femalespossiblyforbusinesspurposes,visitingfriendsand familyorevenforthrillingandexcitingadventureactivities thataremoreappealingtothem. Figure2revealsthat:  South Africa constituted a higher proportion of males (62.2%)thanfemales(37.8%)respectively.  Zimbabwe, India, and Eswatini had a higher percentage of male travelers, suggesting that males from these countries weremoreengagedinactivitiesrequiringtraveltoLesotho. Specifically, Zimbabwe had 77.2% male and 22.8% female travelers, India 71.1% male and 28.9% female travelers while Eswatini had 70.1% male and 29.9% female travelers respetively.  USA, Botswana, and the Netherlands had a relatively balanced gender distribution, indicating that a wide range of activities and purposes for travel appealed equally to both men and women. Specifically, the USA had 50.6% male and 49.4% female travelers, Botswana 54.3% male and 45.7% female travelers, while Netherlands had an equal distribution of 50.0% male and 50.0% female travelers. 5657480 SouthAfrica Figure3indicatesthat:  Arrivals in 2023 totaled to 733,694, an increase of 35.6% from2022 (541,134), indicating a continued upward trend Figure4showsthat: inLesotho'sinternationalarrivals.  South Africa was the largest source of international arrivals,  The increase in 2023 builds upon the strong recovery accountingfor89.6%,indicatingstrongbilateraltraveltiesas observed in 2022, where arrivals had nearly doubled from wellasgeographicproximitybetweenthetwocountries. 278,641in2021to541,134,reflectinga94.2%increase.  Following South Africa, Zimbabwe was the next largest  The growth in 2023 indeed demonstrates sustained contributor, accounting for 2.0 % of the total arrivals with positive momentum suggesting that post-pandemic 14,357visitors. tourism revival strategies and the opening up of borders  USA and Botswana followed with 0.7% each, contributing havebeeneffective. 5,382and5,381arrivalsrespectively.  Although the number of arrivals in 2023 have not yet  Collectively, the top ten source markets accounted for 96% returned to the pre-pandemic levels of 2019 (1,142,381), percentoft",,,Arrivals-and-Accommodationn-Report-2023.pdf|text
Key-Attractions-Statistics-Report-2023.pdf,,2023,report_text,Key-Attractions-Statistics-Report-2023.pdf,arrivals,"1Foreword Significant numbers of visitors at the said attraction sites have been registered even though there is still much room for improvement. Encouraging is the fact that, overall, the number of visitors received by the attractions have surpassed the pre-pandemic levels, doubling andtriplingatsomeattractions. We are pleased to present to you the first Annual Visitor Attraction Statistics Report 2023, which provides information on visitation Members of the tourism private sector are encouraged to take the trends for some key tourism attractions in Lesotho. It covers 4 key time to read through the report thoroughly and use the insights attractions including Kome Caves, Morija Museum, Maletsunyane provided to inform business decision making and further innovation. WaterfallandThabaBosiu. Thisreport isa valuable resourcetohelp Further, this report will be a valuable resource for policymakers, our stakeholders better understand the current state of visitors investors, and whoever is interested in Lesotho's tourism sector. We preferencesontheselectedattractions andtoidentifyopportunities commend the entire team within the industry, especially the forgrowth. establishments that ensures proper recording of the data for their efforts in producing this report. As we continue to produce and TheCOVID-19pandemichasundoubtedlyhadasignificantimpacton improve this report year on year, including extending coverage to the global tourism industry, and Lesotho is no exception. However, other key attractions, we hope it will help inform and shape the the report highlights the improved outcomes due to efforts and futureofLesotho’stourismindustry. measurestakenbytheLesothoTourismDevelopmentCorporationin collaborationwith the industry private sector, to mitigate the impact of the pandemic. This has resulted in a satisfactory rebound of the Togetherwecanachievemore! sectorfromthepandemic. 231. Introduction 2. Objectives Tourism serves as a vital economic pillar for numerous countries including Lesotho. As a landlocked country The objective of collecting data on local attractions is to boasting breath-taking landscapes and a profound monitor trends and to improve understanding of the cultural heritage, Lesotho is committed to ensuring the dynamics of the movements across all key attractions. successofitstourismsectorandendeavourstomaintain Thefindingsalsoinformdevelopmentandplanningwork, its beautiful attractions in a sustainable manner in order contribute to development of tourism promotion toappealtobothitsdomesticandinternationalmarkets. strategies be use for estimates of the economic impact This report presents the analysis of data collected from of tourism. Further, operators can also use the findings key local attractions in Lesotho, as part of strides to to benchmark their operation within their category and improve the marketing strategies and inform product todiversifytheirbusinessestoattractmoreclients. development. 3. Methodology KeyVisitorAttractionDefinition “…a formally administered attraction where it is feasible Data was collected daily and compiled on monthly basis to charge admission for academic purposes and through the use of visitor record form, with each sightseeing. The attraction must be a permanently month's data contributing to the overall analysis for the established excursion destination, a primary purpose of year. This survey is a self-completion survey, which which is to allow access for entertainment, interest, or means all visitor numbers are provided by the education and can include places of worship (but attractionsthemselves. excludes small parish churches); rather than being primarily a retail outlet or a venue for sporting, theatrical, or film performances. It must be open to the public and should be capable of attracting international visitorsaswellaslocalresidentsand/orvisitors. 44. Data Analysis 4.1DistributionofVisitors 4.1.1VisitorsbyAttraction 4.1.2 VisitorsbyAttractionandTypeofMarket Analysisinfigure1depictsthat:  Thaba-Bosiu received the highest (32097) number of visitors,  Kome Caves predominantly attracted locals as well, with 2,410 followed by Morija Museum with 14351 visitors, then by visitors(79%),and20.9%ofinternationalvisitors. ‘Maletsunyane Falls with 9850 visitors while Kome Caves received  Like Kome Caves, ‘Maletsunyane Falls also attracted a notable 3034visitors. number (2112, 21.4%) of international visitors, which was the highest compared to other attractions while its majority of visitors Figure2revealsthat: weredomestic,totaling7738(78.6%).  Thaba-Bosiu drew 30954 domestic visitors (96.4%) compared to  All four attractions show a trend of being predominantly visited by 1,143 international visitors (3.6%), highlighting its great appeal locals. amonglocalvisitors. Morija Museum was also primarily visited by locals, with 13793  (96.1%) domestic visitors compared to 558 (3.9%) international visitors. 54.1.3 VisitorsbyAttractionandTypeofVisitors Figure3:DistributionofVisitorsbyAttractionandtypeofVisitors 3 034 32 097 DP-DomesticGeneralPublic IP-InternationalVisitors SA-SouthAfricans TS-TertiaryStudents SC-SchoolChildren 14 351 9 850 6Figure3showsthat: more than two thirds) of all local visitorswere from Maseru district Visitors to Thaba Bosiu were predominantly School children regardlessoftheattractiontheyvisited.  making up 89.3% of its total visitors while general domestic visitors, made up only 6.8%. The International visitors accounted Table1:Distribution(%)ofVisitorsbyDistrictandAttraction-2023 for1.7%whileSouthAfricanvisitorsmadeup1.9%.Thissuggests Thaba ‘Maletsunyane that Thaba-Bosiu was a destination of choice for educational District Morija Kome Total Bosiu Waterfall trips,likelyduetoits historicalsignificance. Berea 12.0 6.6 3.1 15.3 7.0 Morija Museum had a somehow balanced distribution, with  Mafeteng 13.1 10.6 3.3 2.0 8.5 49.5% of its visitors being general domestic visitors and45.8% Mohale’sHoek 2.0 7.2 1.0 7.3 4.7 beingschoolchildren",,,Key-Attractions-Statistics-Report-2023.pdf|text
