business_type,district,has_license,license_valid,tax_clearance,previous_experience,rating,issue_date,expiry_date,approved
activity_provider,Quthing,1,1,0,10,4.2,2023-08-07,2024-08-06,0
craft_shop,Berea,1,0,1,5,3.9,2024-12-31,2025-12-31,0
restaurant,Maseru,0,0,1,3,4.9,2025-11-09,2026-11-09,0
transport,Mohale's Hoek,0,0,1,13,2.9,2024-01-04,2025-01-03,0
tour_operator,Butha-Buthe,1,1,1,8,2.6,2025-09-18,2026-09-18,1
accommodation,Mafeteng,1,1,1,11,3.8,2025-10-07,2026-10-07,1
transport,Maseru,0,0,1,14,2.7,2025-06-30,2026-06-30,0
activity_provider,Mohale's Hoek,1,1,1,6,4.6,2024-02-04,2025-02-03,1
transport,Quthing,1,1,1,9,3.1,2024-04-11,2025-04-11,1
transport,Berea,1,0,1,3,4.7,2023-12-19,2024-12-18,0
transport,Butha-Buthe,1,0,1,0,3.5,2025-03-10,2026-03-10,0
activity_provider,Leribe,1,1,1,5,4.6,2023-12-22,2024-12-21,1
transport,Maseru,1,1,0,12,3.3,2025-05-05,2026-05-05,0
activity_provider,Mafeteng,0,0,1,8,3.5,2023-10-25,2024-10-24,0
accommodation,Maseru,1,1,1,0,4.1,2025-08-03,2026-08-03,1
tour_operator,Maseru,1,1,1,2,4.6,2024-09-25,2025-09-25,1
activity_provider,Maseru,1,1,1,14,3.0,2025-10-11,2026-10-11,1
accommodation,Berea,1,1,1,13,3.5,2024-01-13,2025-01-12,1
restaurant,Berea,1,1,1,2,4.7,2024-06-06,2025-06-06,1
activity_provider,Maseru,1,1,1,7,3.8,2024-05-18,2025-05-18,1
craft_shop,Maseru,0,0,1,9,2.5,2025-01-22,2026-01-22,0
activity_provider,Mafeteng,1,1,1,6,4.0,2026-01-21,2027-01-21,0
accommodation,Berea,1,1,1,3,3.1,2025-07-25,2026-07-25,1
tour_operator,Berea,1,1,1,12,4.6,2025-02-19,2026-02-19,1
tour_operator,Butha-Buthe,1,1,0,10,4.5,2023-10-24,2024-10-23,0
restaurant,Mafeteng,0,0,1,4,4.7,2024-07-25,2025-07-25,0
craft_shop,Butha-Buthe,1,0,1,8,4.5,2024-07-30,2025-07-30,0
restaurant,Quthing,1,1,1,0,3.1,2025-02-06,2026-02-06,0
craft_shop,Berea,1,1,1,14,2.9,2023-09-22,2024-09-21,1
accommodation,Mafeteng,1,1,1,7,2.9,2025-11-04,2026-11-04,1
craft_shop,Mafeteng,1,1,1,14,3.4,2025-01-05,2026-01-05,1
tour_operator,Quthing,0,0,1,11,4.9,2025-10-05,2026-10-05,0
restaurant,Mohale's Hoek,1,1,1,14,2.6,2024-06-21,2025-06-21,1
tour_operator,Butha-Buthe,0,0,1,6,4.0,2024-10-06,2025-10-06,0
activity_provider,Mohale's Hoek,1,1,1,12,3.6,2024-05-29,2025-05-29,1
transport,Berea,1,1,1,6,2.9,2023-10-19,2024-10-18,1
accommodation,Leribe,1,1,1,2,4.2,2026-03-18,2027-03-18,1
tour_operator,Mohale's Hoek,0,0,1,12,2.8,2023-09-12,2024-09-11,0
activity_provider,Berea,1,1,1,2,3.6,2025-07-20,2026-07-20,1
accommodation,Quthing,1,1,0,7,3.9,2025-01-10,2026-01-10,1
activity_provider,Mohale's Hoek,1,1,1,13,3.6,2024-06-11,2025-06-11,1
activity_provider,Quthing,1,1,0,5,3.6,2026-03-05,2027-03-05,0
restaurant,Mafeteng,1,1,1,1,4.6,2026-01-24,2027-01-24,1
transport,Berea,1,1,1,12,4.7,2024-10-09,2025-10-09,0
tour_operator,Butha-Buthe,0,0,1,0,3.2,2025-12-02,2026-12-02,0
restaurant,Mafeteng,1,1,1,0,4.7,2023-10-17,2024-10-16,1
restaurant,Maseru,1,0,1,11,3.5,2023-12-09,2024-12-08,0
craft_shop,Maseru,1,1,1,3,4.9,2024-02-22,2025-02-21,1
accommodation,Leribe,1,1,1,9,3.1,2026-01-10,2027-01-10,1
tour_operator,Leribe,1,1,1,1,4.3,2024-02-07,2025-02-06,1
craft_shop,Maseru,1,1,1,3,4.7,2024-01-12,2025-01-11,1
accommodation,Butha-Buthe,1,1,0,5,3.4,2023-10-24,2024-10-23,0
transport,Leribe,1,0,1,12,4.4,2023-08-10,2024-08-09,0
restaurant,Leribe,0,0,1,3,4.8,2023-10-02,2024-10-01,0
tour_operator,Mafeteng,1,1,1,5,4.9,2024-12-16,2025-12-16,1
activity_provider,Berea,1,1,0,5,3.8,2025-06-25,2026-06-25,0
craft_shop,Berea,0,0,1,13,2.8,2024-03-26,2025-03-26,0
activity_provider,Berea,1,1,1,13,3.4,2025-04-18,2026-04-18,0
activity_provider,Mohale's Hoek,0,0,1,9,3.5,2024-08-30,2025-08-30,0
transport,Quthing,0,0,1,7,4.5,2025-03-24,2026-03-24,0
restaurant,Leribe,0,0,0,7,4.3,2025-12-17,2026-12-17,0
activity_provider,Quthing,1,1,0,1,3.7,2023-10-27,2024-10-26,0
transport,Butha-Buthe,1,1,1,12,3.0,2024-08-23,2025-08-23,1
tour_operator,Berea,1,1,1,7,3.0,2024-11-20,2025-11-20,0
accommodation,Butha-Buthe,1,1,1,4,3.4,2025-07-01,2026-07-01,1
accommodation,Mohale's Hoek,1,1,1,5,3.5,2024-01-11,2025-01-10,1
tour_operator,Maseru,1,1,1,7,3.9,2024-12-01,2025-12-01,1
restaurant,Maseru,0,0,1,13,3.6,2024-10-29,2025-10-29,1
tour_operator,Butha-Buthe,1,1,1,4,4.7,2026-03-14,2027-03-14,1
activity_provider,Leribe,1,1,1,9,4.8,2024-11-02,2025-11-02,1
craft_shop,Berea,1,1,1,10,2.8,2025-12-30,2026-12-30,1
activity_provider,Butha-Buthe,1,1,1,13,3.6,2025-05-21,2026-05-21,1
craft_shop,Quthing,1,1,1,1,4.2,2025-05-08,2026-05-08,1
transport,Butha-Buthe,1,1,1,14,3.5,2023-10-16,2024-10-15,1
transport,Leribe,1,1,0,7,3.0,2024-06-17,2025-06-17,0
craft_shop,Quthing,1,1,1,11,3.3,2024-08-17,2025-08-17,1
activity_provider,Mohale's Hoek,1,1,1,13,3.7,2026-02-25,2027-02-25,1
accommodation,Mafeteng,1,1,1,8,4.0,2023-09-08,2024-09-07,1
accommodation,Butha-Buthe,0,0,1,10,2.8,2024-08-30,2025-08-30,1
craft_shop,Mafeteng,1,0,1,11,2.7,2026-02-17,2027-02-17,0
activity_provider,Leribe,1,1,1,8,2.6,2024-07-16,2025-07-16,1
transport,Butha-Buthe,1,1,1,2,3.3,2025-02-04,2026-02-04,1
tour_operator,Berea,1,1,1,9,4.8,2023-10-09,2024-10-08,1
restaurant,Leribe,0,0,1,13,3.4,2024-10-21,2025-10-21,0
transport,Mohale's Hoek,0,0,0,3,4.8,2024-08-29,2025-08-29,0
craft_shop,Quthing,1,1,1,3,4.9,2024-12-22,2025-12-22,1
craft_shop,Maseru,1,1,1,6,2.5,2025-02-02,2026-02-02,1
transport,Mafeteng,0,0,1,10,4.6,2024-08-17,2025-08-17,0
activity_provider,Quthing,1,1,1,10,2.9,2024-04-21,2025-04-21,1
activity_provider,Quthing,1,1,1,8,4.5,2025-02-21,2026-02-21,1
restaurant,Maseru,1,1,1,1,4.0,2025-10-19,2026-10-19,1
restaurant,Berea,1,1,1,12,2.9,2025-03-20,2026-03-20,0
accommodation,Quthing,1,1,1,12,4.0,2025-09-28,2026-09-28,1
craft_shop,Quthing,0,0,1,10,3.9,2024-05-15,2025-05-15,0
craft_shop,Mohale's Hoek,1,1,0,13,3.6,2024-11-11,2025-11-11,0
craft_shop,Mohale's Hoek,1,1,1,3,5.0,2024-01-01,2024-12-31,1
restaurant,Mafeteng,0,0,1,10,4.4,2025-11-15,2026-11-15,0
activity_provider,Quthing,1,0,1,9,3.3,2026-02-03,2027-02-03,0
craft_shop,Maseru,1,1,1,8,4.7,2024-10-02,2025-10-02,1
restaurant,Mafeteng,1,1,1,13,4.4,2024-09-15,2025-09-15,1
accommodation,Leribe,1,1,1,7,3.3,2025-01-01,2026-01-01,1
accommodation,Butha-Buthe,1,0,0,14,4.1,2025-01-31,2026-01-31,0
craft_shop,Butha-Buthe,1,1,1,13,5.0,2024-12-03,2025-12-03,1
restaurant,Butha-Buthe,1,1,1,1,2.6,2025-02-15,2026-02-15,0
restaurant,Mohale's Hoek,1,1,1,6,4.9,2024-12-11,2025-12-11,1
activity_provider,Maseru,1,1,1,4,2.7,2024-11-26,2025-11-26,0
tour_operator,Mafeteng,1,1,0,4,4.8,2025-10-22,2026-10-22,0
tour_operator,Mafeteng,1,1,1,2,3.6,2023-11-30,2024-11-29,1
tour_operator,Quthing,1,1,1,4,3.4,2025-02-11,2026-02-11,1
craft_shop,Berea,1,1,1,4,2.9,2025-03-10,2026-03-10,1
tour_operator,Berea,1,1,1,13,4.5,2024-09-23,2025-09-23,1
tour_operator,Leribe,1,1,1,14,4.1,2026-03-01,2027-03-01,1
craft_shop,Berea,1,1,1,14,2.9,2025-02-21,2026-02-21,1
activity_provider,Leribe,0,0,1,13,4.6,2025-08-06,2026-08-06,0
transport,Mafeteng,0,0,1,14,4.9,2025-03-28,2026-03-28,0
craft_shop,Butha-Buthe,1,1,1,14,3.2,2024-12-10,2025-12-10,1
craft_shop,Mafeteng,0,0,0,10,3.2,2023-10-23,2024-10-22,0
craft_shop,Mohale's Hoek,1,1,1,5,2.9,2025-07-14,2026-07-14,1
restaurant,Leribe,1,1,1,4,3.2,2024-05-27,2025-05-27,1
restaurant,Berea,0,0,1,14,2.8,2024-01-14,2025-01-13,0
craft_shop,Butha-Buthe,1,1,1,3,4.0,2026-02-09,2027-02-09,1
restaurant,Berea,1,1,1,2,2.5,2024-05-02,2025-05-02,1
transport,Leribe,0,0,1,10,3.1,2025-04-30,2026-04-30,0
craft_shop,Mohale's Hoek,0,0,1,7,5.0,2025-02-09,2026-02-09,1
transport,Mohale's Hoek,1,1,1,2,4.6,2024-09-08,2025-09-08,1
craft_shop,Maseru,0,0,1,14,3.1,2024-12-04,2025-12-04,1
craft_shop,Quthing,0,0,0,10,4.0,2025-12-05,2026-12-05,0
craft_shop,Mohale's Hoek,1,1,1,7,3.6,2024-04-14,2025-04-14,1
tour_operator,Mafeteng,1,1,0,11,4.0,2025-10-15,2026-10-15,0
activity_provider,Mafeteng,1,1,0,2,4.9,2025-06-24,2026-06-24,1
activity_provider,Berea,1,1,1,14,4.1,2025-08-28,2026-08-28,1
activity_provider,Leribe,1,1,1,6,2.9,2024-09-29,2025-09-29,1
activity_provider,Maseru,1,1,1,12,5.0,2023-08-25,2024-08-24,1
transport,Leribe,1,1,1,4,4.0,2025-04-07,2026-04-07,1
accommodation,Mafeteng,1,1,1,9,4.9,2024-03-08,2025-03-08,1
activity_provider,Berea,1,1,1,5,3.1,2025-08-24,2026-08-24,1
craft_shop,Berea,0,0,1,4,4.5,2026-01-25,2027-01-25,0
craft_shop,Berea,0,0,1,12,3.1,2025-03-23,2026-03-23,0
accommodation,Mohale's Hoek,1,1,0,11,4.3,2025-11-25,2026-11-25,0
tour_operator,Mafeteng,1,1,0,7,3.6,2023-12-07,2024-12-06,0
transport,Mafeteng,1,1,1,14,4.0,2024-10-07,2025-10-07,1
tour_operator,Mohale's Hoek,1,1,1,2,3.7,2024-02-24,2025-02-23,1
tour_operator,Mafeteng,1,1,1,10,3.4,2024-08-24,2025-08-24,1
accommodation,Quthing,1,1,1,11,3.1,2023-10-24,2024-10-23,1
transport,Mohale's Hoek,0,0,1,0,4.8,2024-12-02,2025-12-02,0
transport,Quthing,1,0,1,9,2.8,2024-05-09,2025-05-09,0
activity_provider,Butha-Buthe,1,1,1,12,3.6,2024-01-01,2024-12-31,1
craft_shop,Leribe,1,1,1,4,4.9,2025-10-17,2026-10-17,1
activity_provider,Mafeteng,1,1,1,0,2.9,2025-08-17,2026-08-17,0
transport,Mafeteng,1,1,1,3,3.5,2025-11-13,2026-11-13,1
tour_operator,Mafeteng,1,1,1,13,3.4,2025-06-10,2026-06-10,1
activity_provider,Mohale's Hoek,0,0,1,6,2.7,2024-03-30,2025-03-30,0
transport,Quthing,1,1,1,5,4.6,2025-05-21,2026-05-21,1
activity_provider,Berea,1,1,1,6,3.2,2024-07-18,2025-07-18,1
accommodation,Maseru,1,1,1,8,2.7,2024-07-22,2025-07-22,1
restaurant,Leribe,1,1,1,4,3.8,2026-03-13,2027-03-13,0
accommodation,Mafeteng,1,0,1,14,3.9,2024-03-11,2025-03-11,0
restaurant,Leribe,0,0,0,10,4.2,2023-12-16,2024-12-15,0
activity_provider,Mohale's Hoek,1,1,1,11,4.2,2025-03-02,2026-03-02,1
tour_operator,Berea,1,1,0,14,3.0,2025-12-03,2026-12-03,0
accommodation,Maseru,0,0,1,7,4.3,2024-07-14,2025-07-14,0
activity_provider,Mafeteng,1,1,0,11,2.5,2024-10-21,2025-10-21,0
transport,Maseru,1,0,1,12,3.3,2023-10-08,2024-10-07,0
restaurant,Berea,0,0,1,5,5.0,2025-07-11,2026-07-11,0
transport,Quthing,1,1,1,8,4.9,2024-02-05,2025-02-04,1
restaurant,Mafeteng,1,1,1,8,2.9,2024-02-23,2025-02-22,1
transport,Maseru,1,0,1,3,4.3,2023-10-06,2024-10-05,0
tour_operator,Quthing,0,0,1,0,3.3,2024-12-18,2025-12-18,0
accommodation,Berea,1,1,1,2,4.5,2025-04-09,2026-04-09,1
tour_operator,Mafeteng,1,1,1,1,3.9,2025-06-06,2026-06-06,0
tour_operator,Leribe,1,1,1,5,3.2,2024-03-21,2025-03-21,1
restaurant,Leribe,0,0,0,8,4.3,2024-05-17,2025-05-17,0
accommodation,Mafeteng,1,1,1,3,2.9,2024-11-19,2025-11-19,1
transport,Mohale's Hoek,1,1,1,8,4.4,2024-08-17,2025-08-17,1
activity_provider,Mafeteng,1,1,1,4,4.0,2023-10-11,2024-10-10,1
craft_shop,Mafeteng,1,1,1,4,4.5,2025-10-09,2026-10-09,1
tour_operator,Mohale's Hoek,1,1,1,14,4.1,2026-03-09,2027-03-09,1
accommodation,Mafeteng,1,1,1,7,3.4,2024-09-03,2025-09-03,1
accommodation,Mohale's Hoek,1,1,1,13,2.6,2025-02-12,2026-02-12,1
restaurant,Berea,1,1,1,10,3.5,2025-09-11,2026-09-11,1
transport,Butha-Buthe,1,1,1,9,3.4,2024-02-08,2025-02-07,0
tour_operator,Mohale's Hoek,1,1,1,11,3.0,2024-03-20,2025-03-20,1
craft_shop,Quthing,1,1,1,5,3.5,2023-11-15,2024-11-14,1
tour_operator,Leribe,0,0,1,5,3.3,2024-07-03,2025-07-03,0
craft_shop,Leribe,0,0,1,2,4.8,2026-02-01,2027-02-01,0
activity_provider,Butha-Buthe,0,0,0,10,2.8,2025-06-09,2026-06-09,0
craft_shop,Mohale's Hoek,1,1,0,1,4.5,2025-10-26,2026-10-26,1
accommodation,Maseru,1,1,1,2,4.4,2023-12-21,2024-12-20,1
accommodation,Mohale's Hoek,0,0,1,7,3.6,2024-06-06,2025-06-06,0
tour_operator,Butha-Buthe,1,1,0,6,3.8,2025-10-15,2026-10-15,0
activity_provider,Butha-Buthe,1,1,1,1,4.8,2025-03-26,2026-03-26,1
craft_shop,Maseru,1,0,1,6,3.1,2024-07-10,2025-07-10,0
transport,Mafeteng,0,0,0,1,3.5,2024-12-03,2025-12-03,0
craft_shop,Maseru,0,0,1,9,4.3,2023-09-22,2024-09-21,0
activity_provider,Mohale's Hoek,1,1,1,11,3.9,2025-10-23,2026-10-23,1
craft_shop,Berea,1,1,1,4,2.6,2024-10-09,2025-10-09,1
restaurant,Butha-Buthe,1,1,0,6,3.9,2025-08-02,2026-08-02,0
activity_provider,Maseru,1,1,1,14,4.0,2023-12-30,2024-12-29,1
tour_operator,Maseru,1,0,1,0,4.9,2025-12-23,2026-12-23,0
restaurant,Berea,1,1,1,13,4.6,2024-10-02,2025-10-02,1
accommodation,Mohale's Hoek,1,1,1,7,2.5,2024-10-27,2025-10-27,1
accommodation,Quthing,1,1,1,7,4.3,2024-08-22,2025-08-22,1
accommodation,Maseru,0,0,1,9,4.5,2024-06-26,2025-06-26,0
activity_provider,Quthing,0,0,1,14,4.7,2024-01-12,2025-01-11,0
transport,Berea,1,1,1,5,4.5,2024-12-21,2025-12-21,1
tour_operator,Maseru,0,0,1,10,3.3,2024-10-06,2025-10-06,0
transport,Quthing,1,1,1,0,3.2,2023-09-06,2024-09-05,0
restaurant,Berea,1,1,1,8,2.8,2025-07-10,2026-07-10,1
activity_provider,Butha-Buthe,1,1,1,5,4.1,2023-11-13,2024-11-12,1
craft_shop,Mafeteng,1,1,1,5,2.8,2024-11-17,2025-11-17,1
activity_provider,Mohale's Hoek,1,1,1,7,3.5,2025-06-20,2026-06-20,1
activity_provider,Mohale's Hoek,0,0,1,2,5.0,2025-03-31,2026-03-31,0
craft_shop,Butha-Buthe,1,1,1,0,2.6,2024-10-19,2025-10-19,0
craft_shop,Leribe,1,1,1,14,3.1,2023-12-01,2024-11-30,1
accommodation,Mafeteng,1,1,1,5,4.7,2024-11-27,2025-11-27,1
transport,Maseru,0,0,1,3,4.6,2024-09-18,2025-09-18,0
tour_operator,Mohale's Hoek,0,0,1,14,4.2,2026-01-16,2027-01-16,0
transport,Berea,0,0,1,14,3.1,2024-08-19,2025-08-19,1
transport,Leribe,1,1,1,3,3.2,2025-06-05,2026-06-05,1
accommodation,Maseru,0,0,1,14,3.4,2025-01-07,2026-01-07,0
activity_provider,Leribe,1,1,0,2,3.0,2024-08-10,2025-08-10,0
restaurant,Butha-Buthe,1,0,1,14,4.4,2024-09-17,2025-09-17,0
accommodation,Mohale's Hoek,1,1,0,1,4.2,2025-01-23,2026-01-23,0
craft_shop,Berea,0,0,1,10,4.0,2025-11-17,2026-11-17,0
transport,Berea,1,1,0,0,3.2,2024-09-07,2025-09-07,0
activity_provider,Berea,1,1,1,10,2.8,2026-03-01,2027-03-01,1
activity_provider,Mafeteng,1,1,0,9,4.0,2024-05-07,2025-05-07,0
tour_operator,Butha-Buthe,1,1,1,11,4.2,2025-12-06,2026-12-06,1
craft_shop,Mafeteng,1,1,0,6,3.4,2026-01-14,2027-01-14,0
restaurant,Mohale's Hoek,1,1,0,4,4.3,2024-04-28,2025-04-28,0
transport,Butha-Buthe,1,1,1,7,3.8,2024-04-02,2025-04-02,1
restaurant,Berea,1,1,1,5,2.7,2023-10-27,2024-10-26,1
craft_shop,Butha-Buthe,1,1,1,0,2.6,2024-06-17,2025-06-17,0
craft_shop,Mohale's Hoek,1,1,1,12,2.5,2025-05-18,2026-05-18,1
accommodation,Mohale's Hoek,0,0,1,11,3.9,2025-06-23,2026-06-23,0
tour_operator,Mafeteng,1,1,1,0,3.2,2025-04-18,2026-04-18,0
activity_provider,Quthing,1,1,1,14,3.1,2025-06-20,2026-06-20,1
craft_shop,Butha-Buthe,1,1,1,13,3.3,2024-01-12,2025-01-11,1
transport,Quthing,1,1,1,9,3.5,2026-03-05,2027-03-05,1
accommodation,Butha-Buthe,1,1,1,3,3.7,2025-11-14,2026-11-14,1
transport,Berea,1,1,0,5,4.3,2023-12-31,2024-12-30,0
activity_provider,Quthing,1,1,1,0,3.2,2025-05-29,2026-05-29,0
restaurant,Mafeteng,1,1,0,6,2.7,2024-03-06,2025-03-06,0
craft_shop,Mafeteng,1,1,1,5,4.6,2024-02-19,2025-02-18,1
transport,Leribe,1,1,1,10,4.3,2024-03-04,2025-03-04,1
accommodation,Mohale's Hoek,0,0,1,0,3.2,2023-11-08,2024-11-07,1
restaurant,Mohale's Hoek,1,1,0,12,3.0,2024-10-20,2025-10-20,0
tour_operator,Maseru,1,1,1,14,4.8,2025-12-25,2026-12-25,1
tour_operator,Mafeteng,1,0,1,8,4.9,2026-01-27,2027-01-27,0
craft_shop,Mohale's Hoek,0,0,1,8,4.2,2024-02-08,2025-02-07,1
restaurant,Mohale's Hoek,1,1,1,11,2.9,2025-09-19,2026-09-19,1
transport,Leribe,1,0,1,2,3.3,2023-08-23,2024-08-22,0
tour_operator,Mohale's Hoek,0,0,1,4,4.5,2025-05-16,2026-05-16,0
accommodation,Butha-Buthe,1,1,1,9,4.1,2024-12-07,2025-12-07,1
accommodation,Berea,1,1,1,0,2.6,2025-06-27,2026-06-27,0
tour_operator,Leribe,1,1,1,13,3.2,2025-11-12,2026-11-12,1
restaurant,Mohale's Hoek,1,1,1,10,3.5,2024-01-26,2025-01-25,1
craft_shop,Leribe,1,1,1,5,3.2,2025-03-25,2026-03-25,1
craft_shop,Quthing,1,1,0,3,4.4,2023-10-15,2024-10-14,0
craft_shop,Maseru,0,0,1,9,2.9,2026-03-18,2027-03-18,0
craft_shop,Mafeteng,1,0,0,4,4.2,2025-01-28,2026-01-28,0
activity_provider,Mohale's Hoek,1,1,0,4,3.5,2025-10-14,2026-10-14,0
transport,Maseru,1,1,1,4,4.2,2026-01-19,2027-01-19,1
tour_operator,Berea,0,0,1,7,2.6,2025-06-19,2026-06-19,0
tour_operator,Leribe,1,1,1,7,4.6,2026-02-25,2027-02-25,1
craft_shop,Mohale's Hoek,1,1,1,9,4.2,2025-06-19,2026-06-19,1
tour_operator,Mohale's Hoek,1,1,0,4,3.5,2026-02-18,2027-02-18,0
accommodation,Quthing,1,1,1,0,4.3,2024-07-29,2025-07-29,1
transport,Mohale's Hoek,1,1,1,3,3.9,2024-05-08,2025-05-08,1
restaurant,Butha-Buthe,1,1,1,3,3.3,2025-06-23,2026-06-23,0
restaurant,Leribe,1,1,1,0,4.6,2025-07-28,2026-07-28,1
restaurant,Mohale's Hoek,1,1,1,2,3.1,2024-05-19,2025-05-19,1
accommodation,Butha-Buthe,0,0,1,10,4.8,2025-11-04,2026-11-04,0
transport,Mafeteng,1,1,1,1,3.0,2023-09-25,2024-09-24,0
tour_operator,Mohale's Hoek,1,1,1,6,2.9,2025-02-24,2026-02-24,1
craft_shop,Mohale's Hoek,1,1,1,4,4.9,2024-08-03,2025-08-03,1
tour_operator,Quthing,1,1,1,14,3.7,2023-08-11,2024-08-10,1
restaurant,Leribe,1,1,1,2,4.1,2024-08-19,2025-08-19,1
activity_provider,Mafeteng,1,1,1,5,4.2,2025-03-08,2026-03-08,0
activity_provider,Mohale's Hoek,1,1,1,2,3.1,2025-09-03,2026-09-03,1
transport,Maseru,1,1,0,10,2.9,2024-06-12,2025-06-12,0
tour_operator,Berea,1,1,1,3,3.2,2024-08-19,2025-08-19,1
restaurant,Leribe,1,1,1,14,3.8,2025-02-21,2026-02-21,1
craft_shop,Mafeteng,1,1,1,9,3.6,2023-10-19,2024-10-18,1
activity_provider,Maseru,1,1,1,0,2.7,2025-04-20,2026-04-20,0
tour_operator,Mohale's Hoek,1,1,0,11,4.1,2026-01-22,2027-01-22,0
accommodation,Quthing,0,0,1,8,3.9,2025-09-05,2026-09-05,0
tour_operator,Mohale's Hoek,0,0,1,13,2.6,2024-03-20,2025-03-20,0
tour_operator,Mohale's Hoek,1,1,1,3,3.2,2026-01-06,2027-01-06,1
tour_operator,Mohale's Hoek,1,1,1,3,4.7,2025-01-08,2026-01-08,1
accommodation,Leribe,1,1,1,9,4.8,2024-07-22,2025-07-22,0
accommodation,Butha-Buthe,1,1,0,14,5.0,2023-08-21,2024-08-20,0
activity_provider,Mafeteng,1,1,1,2,2.5,2024-03-24,2025-03-24,1
transport,Leribe,1,1,0,5,4.7,2025-11-16,2026-11-16,0
craft_shop,Butha-Buthe,1,1,1,8,4.2,2024-12-07,2025-12-07,1
accommodation,Mohale's Hoek,1,1,0,7,4.4,2023-08-15,2024-08-14,0
restaurant,Quthing,1,1,1,8,3.5,2024-12-22,2025-12-22,1
tour_operator,Quthing,1,1,1,4,3.0,2024-05-04,2025-05-04,1
tour_operator,Butha-Buthe,0,0,1,12,3.0,2023-08-17,2024-08-16,0
activity_provider,Leribe,1,1,1,8,3.1,2025-03-30,2026-03-30,0
activity_provider,Maseru,1,1,1,8,3.4,2023-08-06,2024-08-05,1
transport,Mafeteng,1,1,1,0,2.8,2024-12-25,2025-12-25,0
accommodation,Leribe,0,0,1,10,4.8,2025-05-26,2026-05-26,0
craft_shop,Maseru,1,1,1,2,3.9,2025-04-06,2026-04-06,1
accommodation,Butha-Buthe,1,1,0,1,2.5,2024-02-18,2025-02-17,0
tour_operator,Quthing,1,1,0,13,4.8,2023-11-16,2024-11-15,1
activity_provider,Mohale's Hoek,1,1,1,5,4.8,2023-12-29,2024-12-28,1
transport,Leribe,1,1,1,7,3.4,2023-10-18,2024-10-17,1
craft_shop,Maseru,1,1,1,5,4.6,2024-01-24,2025-01-23,1
activity_provider,Mohale's Hoek,1,1,1,4,3.3,2024-04-11,2025-04-11,1
tour_operator,Butha-Buthe,1,1,1,2,3.5,2024-01-17,2025-01-16,1
restaurant,Mafeteng,1,1,1,0,4.7,2024-05-07,2025-05-07,1
transport,Butha-Buthe,1,1,1,13,4.9,2025-03-24,2026-03-24,1
activity_provider,Maseru,0,0,0,4,3.1,2025-06-04,2026-06-04,0
activity_provider,Leribe,1,1,1,14,3.3,2024-07-20,2025-07-20,1
activity_provider,Mafeteng,0,0,1,7,3.7,2023-09-08,2024-09-07,0
restaurant,Quthing,1,1,0,9,2.9,2024-06-16,2025-06-16,0
activity_provider,Butha-Buthe,1,1,0,6,3.9,2025-02-13,2026-02-13,0
craft_shop,Maseru,0,0,0,9,3.4,2025-12-09,2026-12-09,0
activity_provider,Quthing,0,0,0,0,3.1,2025-04-14,2026-04-14,0
restaurant,Berea,1,1,1,2,5.0,2023-11-29,2024-11-28,1
restaurant,Mohale's Hoek,1,1,1,9,3.6,2024-03-04,2025-03-04,1
restaurant,Maseru,1,1,1,1,3.1,2024-04-06,2025-04-06,0
transport,Mafeteng,0,0,0,2,5.0,2023-10-18,2024-10-17,0
transport,Mafeteng,0,0,1,10,3.9,2023-08-26,2024-08-25,0
tour_operator,Maseru,1,1,1,5,4.0,2026-01-04,2027-01-04,1
restaurant,Quthing,1,1,1,11,3.7,2025-06-16,2026-06-16,1
accommodation,Butha-Buthe,1,1,1,0,3.8,2024-10-07,2025-10-07,0
craft_shop,Butha-Buthe,1,1,1,3,3.9,2024-05-20,2025-05-20,1
accommodation,Quthing,1,1,1,10,4.1,2025-05-08,2026-05-08,1
tour_operator,Quthing,0,0,1,1,3.1,2024-01-09,2025-01-08,0
restaurant,Butha-Buthe,0,0,0,7,4.0,2026-02-26,2027-02-26,0
tour_operator,Maseru,1,1,1,8,2.8,2026-01-01,2027-01-01,1
tour_operator,Mohale's Hoek,1,0,1,12,2.7,2023-09-10,2024-09-09,0
restaurant,Maseru,0,0,1,4,3.2,2026-02-02,2027-02-02,0
activity_provider,Mohale's Hoek,1,1,1,8,4.6,2023-12-27,2024-12-26,1
tour_operator,Mafeteng,1,1,1,0,3.5,2025-03-06,2026-03-06,0
transport,Maseru,1,1,1,5,3.6,2023-08-22,2024-08-21,0
tour_operator,Butha-Buthe,1,1,1,2,3.5,2024-12-23,2025-12-23,1
transport,Butha-Buthe,1,1,0,14,3.6,2024-10-17,2025-10-17,0
accommodation,Mafeteng,1,1,1,3,4.3,2024-08-06,2025-08-06,1
restaurant,Leribe,1,1,1,9,3.6,2024-02-29,2025-02-28,1
restaurant,Butha-Buthe,1,1,1,0,3.3,2026-01-13,2027-01-13,0
transport,Mohale's Hoek,0,0,1,3,3.9,2024-07-08,2025-07-08,0
tour_operator,Berea,1,1,0,4,3.9,2025-08-05,2026-08-05,0
tour_operator,Mohale's Hoek,1,1,1,7,4.7,2025-11-23,2026-11-23,1
activity_provider,Mohale's Hoek,1,1,1,8,3.2,2025-01-22,2026-01-22,1
activity_provider,Berea,1,1,0,3,4.4,2025-10-22,2026-10-22,0
tour_operator,Leribe,1,0,1,1,4.8,2025-03-05,2026-03-05,0
